MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,Remodeled,RecentRemodel,NewHouse,HouseAge,TimeSinceSold,YearSinceRemodel,HighSeason,TotalArea,HasLowQualArea,HasBasement,HasGarage,Has2ndFloor,HasMasVnr,HasWoodDeck,HasOpenPorch,HasScreenPorch,HasEnclosedPorch,Has3SsnPorch,HasPool,NbrhRich,SalePrice
SC60,FV,102.0,11143,Pave,None,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,Vg,TA,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,RFn,610,TA,TA,Y,159,214,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,13,10,2,0,20320.0,0,1,1,1,0,1,1,0,0,0,0,1,340000
SC20,RL,88.0,11394,Pave,None,Reg,Lvl,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Ex,Po,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,GasA,Ex,Y,SBrkr,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,834,TA,TA,Y,113,0,0,0,0,0,None,None,None,0,New,Partial,0,1,1,7,7,0,1,20203.0,0,1,1,0,1,1,0,0,0,0,0,1,394432
SC60,RL,60.0,8123,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,AA,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,GasA,Ex,Y,SBrkr,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,463,TA,TA,Y,100,63,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,17,8,9,1,14389.0,0,1,1,1,1,1,1,0,0,0,0,0,179000
SC50,RL,50.0,5000,Pave,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,TA,AA,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,0,808,1026,GasA,TA,Y,SBrkr,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,Unf,308,TA,TA,Y,0,0,242,0,0,0,None,None,None,0,WD,Normal,1,0,0,93,7,60,1,11034.0,0,1,1,1,0,0,0,0,1,0,0,0,127000
SC20,FV,60.0,7200,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,GasA,Ex,Y,SBrkr,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,572,TA,TA,Y,216,121,0,0,0,0,None,None,None,0,New,Partial,0,1,1,11,11,0,0,13357.0,0,1,1,0,0,1,1,0,0,0,0,1,187750
SC60,RL,79.0,9245,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,GasA,Ex,Y,SBrkr,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,RFn,639,TA,TA,Y,144,53,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,11,10,1,0,15632.0,0,1,1,1,0,1,1,0,0,0,0,0,213500
SC45,RH,60.0,9000,Pave,None,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,AA,Fa,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,784,784,GasA,TA,N,FuseA,0,784,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,360,Fa,Fa,N,0,0,91,0,0,0,None,None,None,0,WD,Normal,1,0,0,89,8,59,0,12647.0,0,1,1,0,0,0,0,0,1,0,0,0,76000
SC60,RL,83.46153846153847,53107,Pave,None,IR2,Low,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,AA,TA,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,0,595,1580,GasA,Ex,Y,SBrkr,0,1953,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,Fin,501,TA,TA,Y,216,231,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,25,10,15,1,61204.46153846154,0,1,1,1,0,1,1,0,0,0,0,0,240000
SC120,RL,43.0,3182,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Vg,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,1256,GasA,Ex,Y,SBrkr,0,1269,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,Fin,430,TA,TA,Y,146,20,0,0,144,0,None,None,None,0,WD,Normal,1,0,0,13,7,5,0,9031.0,0,1,1,0,1,1,1,1,0,0,0,0,192000
SC50,RL,58.0,8410,Pave,None,Reg,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,TA,Fa,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,0,658,658,GasA,TA,Y,SBrkr,0,1184,0,0,1,0,5,1,TA,8,Typ,0,None,None,None,0,None,None,N,0,151,0,0,0,0,None,None,None,0,WD,AdjLand,1,0,0,107,11,10,1,12303.0,0,1,0,1,0,0,1,0,0,0,0,0,81000
SC80,RL,72.0,7200,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,AA,AA,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,GasA,Ex,Y,SBrkr,0,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,Unf,352,TA,TA,Y,296,0,0,0,0,0,None,GdWo,None,0,WD,Abnorml,0,0,0,41,8,33,0,12507.0,0,1,1,0,1,1,0,0,0,0,0,0,125000
SC20,RL,93.0,9382,Pave,None,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,577,TA,TA,Y,120,25,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,18,9,8,1,16216.0,0,1,1,0,1,1,1,0,0,0,0,0,191000
SC60,RL,96.0,12474,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Ve,TA,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,GasA,Ex,Y,SBrkr,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,Fin,846,TA,TA,Y,196,134,0,0,0,0,None,None,None,0,New,Partial,1,1,0,10,9,0,0,22046.0,0,1,1,1,1,1,1,0,0,0,0,0,426000
SC50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,TA,Vg,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,861,GasA,Ex,Y,SBrkr,0,1367,1,0,1,0,4,1,TA,7,Typ,0,None,Detchd,Unf,384,TA,TA,Y,0,130,112,0,0,0,None,MnPrv,None,0,WD,Normal,1,0,0,117,9,58,0,13537.0,0,1,1,1,0,0,1,0,1,0,0,0,119000
SC60,RL,71.0,12209,Pave,None,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,AA,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,GasA,Ex,Y,SBrkr,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,560,TA,TA,Y,125,192,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,16,8,7,1,18687.0,0,1,1,1,0,1,1,0,0,0,0,0,215000
SC20,RL,76.46236559139786,8339,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,TA,Gd,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,0,882,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,RFn,294,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,Shed,1200,WD,Normal,0,0,0,58,10,48,1,10473.462365591398,0,0,1,0,0,0,0,0,0,0,0,0,106500
SC30,RL,57.50980392156863,7446,Pave,None,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,BA,TA,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,788,GasA,TA,Y,FuseA,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,None,None,0,None,None,Y,0,0,0,0,0,0,None,GdWo,None,0,WD,Abnorml,1,0,0,76,11,56,0,10655.509803921568,0,1,0,0,0,0,0,0,0,0,0,0,100000
SC50,RL,60.0,10134,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,TA,AA,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,GasA,Gd,Y,FuseA,0,1034,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,240,TA,TA,Y,0,39,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,77,10,57,1,14011.0,0,1,1,1,0,0,1,0,0,0,0,0,109000
SC20,RL,68.0,9571,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,TA,AA,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,1144,GasA,TA,Y,SBrkr,0,1144,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,596,TA,TA,Y,44,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,61,7,54,1,14855.0,0,1,1,0,0,1,0,0,0,0,0,0,129000
SC20,RL,60.0,7200,Pave,None,Reg,Low,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,TA,TA,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,GasA,TA,Y,SBrkr,0,894,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,RFn,600,TA,TA,Y,215,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,45,8,37,0,11651.0,0,1,1,0,0,1,0,0,0,0,0,0,123000
SC60,RL,69.0,7590,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,TA,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,864,GasA,TA,Y,SBrkr,0,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,RFn,264,TA,TA,Y,0,168,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,55,10,45,1,13731.0,0,1,1,1,1,0,1,0,0,0,0,0,169500
SC30,RM,60.0,8967,Pave,None,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,TA,Po,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,961,GasA,Gd,Y,Mix,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,None,Detchd,Unf,338,Po,Po,N,0,0,0,0,0,0,None,None,None,0,WD,Abnorml,1,0,0,97,10,57,0,13441.0,0,1,1,0,0,0,0,0,0,0,0,0,67000
SC60,FV,65.0,8125,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,GasA,Ex,Y,SBrkr,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,None,Attchd,Fin,438,TA,TA,Y,0,168,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,11,8,2,0,14180.0,0,1,1,1,1,0,1,0,0,0,0,1,241000
SC120,RL,38.0,14963,Pave,None,IR2,Lvl,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Vg,TA,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,GasA,Ex,Y,SBrkr,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,Fin,500,TA,TA,Y,120,30,0,0,224,0,None,None,None,0,WD,Normal,0,0,0,21,9,12,0,20971.0,0,1,1,0,0,1,1,1,0,0,0,1,245500
SC20,RL,65.0,8767,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,GasA,Ex,Y,SBrkr,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,400,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,New,Partial,0,0,0,12,11,1,1,14472.0,0,1,1,0,0,0,0,0,0,0,0,0,164990
SC30,RL,60.0,10200,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,TA,Vg,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,0,672,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,240,TA,TA,N,168,0,0,0,0,0,None,GdPrv,None,0,WD,Normal,1,0,0,77,9,11,0,13356.0,0,1,1,0,0,1,0,0,0,0,0,0,108000
SC60,RL,93.0,12090,Pave,None,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Vg,TA,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Gd,Y,SBrkr,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,Fin,420,TA,TA,Y,144,123,0,0,0,0,None,None,None,0,WD,Abnorml,0,0,0,19,11,8,1,20328.0,0,1,1,1,1,1,1,0,0,0,0,1,258000
SC60,RL,79.87755102040815,10364,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,AA,TA,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,GasA,Gd,Y,SBrkr,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,373,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,22,10,11,1,15612.877551020409,0,1,1,1,0,0,1,0,0,0,0,0,168000
SC20,RL,74.4375,9991,Pave,None,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,BA,BA,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116,Unf,0,165,1281,GasA,Ex,Y,SBrkr,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,Unf,490,TA,TA,Y,120,78,0,0,0,0,None,GdWo,None,0,WD,Normal,1,0,0,41,8,16,1,16555.4375,0,1,1,0,0,1,1,0,0,0,0,0,150000
SC50,RL,51.0,10480,Pave,None,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,AA,TA,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,1064,GasA,Ex,Y,FuseA,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,None,Detchd,Unf,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,81,9,58,0,16177.0,1,1,1,0,0,0,0,0,0,0,0,0,115000
SC70,RL,63.0,15576,Pave,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,AA,Gd,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,0,1680,0,0,2,0,4,1,TA,8,Typ,0,None,Attchd,Unf,308,TA,TA,Y,0,0,160,0,0,0,None,None,None,0,WD,Normal,1,0,0,102,9,32,0,21147.0,0,1,1,1,0,0,0,0,1,0,0,0,177000
SC60,RL,109.0,14154,Pave,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1063,1063,GasA,Ex,Y,SBrkr,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,947,TA,TA,Y,192,62,0,0,0,0,None,None,None,0,New,Partial,0,0,0,11,10,1,0,22284.0,0,1,1,1,1,1,1,0,0,0,0,0,280000
SC60,FV,85.0,10800,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Vg,TA,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,1034,GasA,Ex,Y,SBrkr,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,836,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,New,Partial,1,1,0,10,9,0,0,18147.0,0,1,1,1,1,0,1,0,0,0,0,1,339750
SC20,RL,68.0,9571,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,TA,Fa,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,GasA,TA,Y,FuseA,0,1276,0,0,1,0,3,1,TA,5,Mod,0,None,Attchd,Unf,350,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,COD,Abnorml,0,0,0,59,8,51,1,15093.0,0,1,1,0,0,0,0,0,0,0,0,0,60000
SC190,RL,100.0,34650,Pave,None,Reg,Bnk,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,TA,TA,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,1056,GasA,TA,N,SBrkr,0,1056,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,Fin,572,TA,TA,Y,264,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,62,11,51,0,39810.0,0,1,1,0,0,1,0,0,0,0,0,0,145000
SC20,FV,64.66666666666667,4403,Pave,None,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,Y,SBrkr,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,484,TA,TA,Y,0,144,0,0,0,0,None,None,None,0,New,Partial,0,0,0,8,7,1,1,11423.666666666668,0,1,1,0,1,0,1,0,0,0,0,1,222000
SC30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,TA,AA,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,GasA,Gd,Y,FuseA,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,360,TA,TA,Y,0,0,130,0,0,0,None,None,None,0,WD,Normal,1,0,0,90,7,60,0,13578.0,0,1,1,0,0,0,0,0,1,0,0,0,115000
SC60,RL,59.0,11228,Pave,None,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,GasA,Ex,Y,SBrkr,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,Unf,678,TA,TA,Y,196,187,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,24,9,15,0,18702.0,0,1,1,1,0,1,1,0,0,0,0,0,228000
SC20,RL,73.0,8899,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,GasA,Ex,Y,SBrkr,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,Fin,396,TA,TA,Y,100,30,0,0,0,0,None,None,None,0,New,Partial,0,1,1,10,10,0,0,14858.0,0,1,1,0,0,1,1,0,0,0,0,0,181134
SC60,RL,74.0,7844,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,AA,Gd,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,GasA,TA,Y,SBrkr,0,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,39,11,28,0,12705.0,0,1,1,1,1,0,0,0,0,0,0,0,149500
SC70,RL,86.0,22420,Pave,None,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,AA,AA,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,GasW,TA,N,FuseA,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,Unf,864,TA,TA,N,0,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,99,10,57,0,31358.0,0,1,1,1,0,0,0,0,0,0,0,0,239000
SC50,RL,60.0,8160,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,TA,AA,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,GasA,Fa,N,FuseF,0,1134,1,0,1,1,3,1,TA,7,Typ,0,None,Detchd,Unf,240,TA,TA,P,0,0,0,0,0,0,None,None,None,0,WD,AdjLand,1,0,0,77,10,57,0,12240.0,0,1,1,1,0,0,0,0,0,0,0,0,126000
SC20,RL,65.0,8450,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,TA,AA,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,1056,GasA,Ex,Y,SBrkr,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,Unf,304,TA,TA,Y,0,85,184,0,0,0,None,None,None,0,WD,Normal,0,0,0,49,7,42,1,13312.0,0,1,1,0,0,0,1,0,1,0,0,0,142000
SC90,RM,78.0,7060,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,Gd,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,GasA,Ex,Y,SBrkr,0,1344,2,0,2,0,2,2,TA,8,Typ,0,None,Attchd,Fin,784,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Alloca,1,0,0,20,9,10,0,13498.0,0,1,1,0,1,0,0,0,0,0,0,0,206300
SC20,RL,81.28888888888889,16635,Pave,None,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,AA,Gd,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,GasA,Gd,Y,SBrkr,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,Fin,529,TA,TA,Y,240,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,40,8,9,1,24019.28888888889,0,1,1,0,1,1,0,0,0,0,0,0,215000
SC20,RL,100.0,21750,Pave,None,Reg,HLS,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,TA,TA,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,GasA,Ex,Y,FuseA,0,988,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,RFn,520,TA,TA,N,0,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,63,9,54,0,26322.0,0,1,1,0,0,0,0,0,0,0,0,0,113000
SC60,RL,80.0,9200,Pave,None,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Vg,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,GasA,Gd,Y,SBrkr,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,696,TA,TA,Y,0,66,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,19,9,10,1,18715.0,0,1,1,1,1,0,1,0,0,0,0,1,315000
SC20,RL,72.0,9000,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,AA,TA,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,GasA,Gd,Y,FuseA,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,RFn,297,TA,TA,Y,0,44,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,61,9,52,1,14271.0,0,1,1,0,1,0,1,0,0,0,0,0,139000
